Publication_ID	Article_Title	Journal_Name	Publication_Year	Data_Set	Lifestyle_Factor_Count	Disease_Count	Relations_Count	Abstract_Text
12531131	Clinical symptomatology and treatment of restless legs syndrome and periodic limb movement disorder.	Sleep medicine reviews	2002	train	3	15	2	Clinical symptomatology and treatment of restless legs syndrome and periodic limb movement disorder.  Patients with restless legs syndrome (RLS) suffer from sensory and motor symptoms evoked in the limbs at rest. Symptoms increase in the evening and during the night. The circadian rhythm and the presence of involuntary periodic limb movement in sleep (PLMS) which are frequently associated with arousals probably cause the leading symptom of sleep disturbances in RLS. Patients who do not have typical RLS symptoms but whose polysomnography shows PLMS that either impact on sleep continuity or daytime functioning are diagnosed as having the periodic limb movement disorder (PLMD). Dopaminergic agents such as levodopa/dopa decarboxylase inhibitor (DDI) and dopamine agonists are considered the treatment of choice for RLS and PLMS. This article gives an overview of the epidemiology, pathophysiology, clinical symptomatology and diagnosis of RLS and PLMD and focuses on treatment strategies in both disorders.  
21717148	Suspicion of viral gastroenteritis does improve compliance with hand hygiene.	Infection	2011	train	6	10	2	Suspicion of viral gastroenteritis does improve compliance with hand hygiene.  PURPOSE: Viral gastroenteritis is common on pediatric wards, increasing the need for adherence with hand hygiene recommendations in order to prevent cross-transmission. Therefore, we investigated hand hygiene reflecting complete work-day activities on pediatric wards and focused on the influence of viral gastroenteritis. There are, so far, no studies representing complete working days on pediatric wards or addressing the influence of viral gastroenteritis. METHODS: This was a prospective, observational study (144 h in each group) on hand hygiene behavior in the care for children with and without suspected or proven viral gastroenteritis. RESULTS: We documented 40 and 30 hand hygiene opportunities per patient-day for ward-associated healthcare workers for children with and without viral gastroenteritis, respectively (P = 0.316). Healthcare workers' compliance with hand hygiene recommendations was significantly higher in children with viral gastroenteritis compared to those without, i.e., 72 versus 67% (P = 0.033), especially among physicians, being 92 versus 50% (P = 0.032). Compliance tended to be higher after patient contact than before, especially in the children with gastroenteritis (78 vs. 62%; P = 0.083). CONCLUSIONS: We conclude that viral gastroenteritis seemed to increase the number of daily opportunities for hand hygiene and did significantly increase compliance. In particular, this effect was seen after patient contact. Further research might address the awareness of undiagnosed transmissible diseases in order to prevent cross-transmissions.  
2776042	The relationship of child protection worker attitudes to attrition from the field.	Child abuse & neglect	1989	train	2	0	0	The relationship of child protection worker attitudes to attrition from the field.  Child protection workers in 33 states and the District of Columbia participated in a survey conducted by the C. Henry Kempe National Center for the Prevention and Treatment of Child Abuse and Neglect to determine the attitudes and attributes of workers who terminate their careers in child protection. A year after the survey, telephone follow-up was done to identify respondents to the survey who had left the child protection field. Attributes and attitudes were then linked directly to whether workers had terminated or continued child protective service. Just 8.0% (15 of 187) of the workers had left the field. There were few differences between workers that departed and those whose services were retained. Both were generally dissatisfied with their profession at the time of the survey. The shrinking social service labor market and worker investment in the field are discussed as factors impeding turnover among child protection workers.  
15309450	Carotenoids and their metabolites are naturally occurring activators of gene expression via the pregnane X receptor.	European journal of nutrition	2004	train	16	0	0	Carotenoids and their metabolites are naturally occurring activators of gene expression via the pregnane X receptor.  Carotenoids are important micronutrients in the human diet and are present in human serum at micromolar concentrations. In addition to their antioxidant potential, carotenoids obtain physiologically relevant properties such as influencing cellular signal pathways, gene expression or induction of detoxifying enzymes. In this study, we determined the transactivation of PXR by cotransfection with the full-length receptor and a PXR-responsive reporter gene. Carotenoids and retinol revealed a 5-6 fold reporter gene activity in HepG2 cells in comparison to a 7-fold induction by the well-known PXR agonist rifampicin, whereas apo-carotenals and lycopene exerted less or no activation potential. The inductive efficacy was hereby concentration-dependent. In addition, carotenoid- or retinol-mediated gene expression of PXR-responsive genes like CYP3A4/CYP3A7, CYP3A5, MDR-1 and MRP-2 has been determined in HepG2 cells by RT-PCR with up-regulative properties of beta-carotene or retinol being comparable to or even higher than that of rifampicin. In conclusion, PXR-mediated up-regulation of CYP3A4/CYP3A7 and CYP3A5 as well as MDR1 and MRP2 by carotenoids points to a potential interference on the metabolism of xenobiotic and endogenous relevant compounds.  
9739624	Managing the uncertainties of low-level radioactive waste disposal.	Journal of the Air & Waste Management Association (1995)	1998	train	2	0	0	Managing the uncertainties of low-level radioactive waste disposal.  The disposal of low-level radioactive waste (LLRW) entails financial and safety risks not common to most market commodities. This manifests debilitating uncertainty regarding future waste volume and disposal technology performance in the market for waste disposal services. Dealing with the publicly perceived risks of LLRW disposal increases the total cost of the technology by an order of magnitude, relative to traditional shallow land burial. Therefore, this analysis first examines five proposed disposal facility designs and quantifies the costs associated with these two important sources of uncertainty. Based upon this analysis, a marketable disposal permit mechanism is proposed and analyzed for the purpose of reducing market uncertainty and thereby facilitating a market solution to the waste disposal problem. In addition to quantifying the costs, the results illustrate the ways in which the design of a technology is influenced by its institutional environment, and vice versa.  
18348142	Risk factors for invasive squamous cell carcinoma of the vulva and vagina--population-based case-control study in Denmark.	International journal of cancer	2008	train	9	28	13	Risk factors for invasive squamous cell carcinoma of the vulva and vagina--population-based case-control study in Denmark.  The etiology of vulvar and vaginal squamous cell carcinoma (VV-SCC) has received little attention. A total of 182 women with invasive VV-SCC (116 with VV-SCC(vulva), 66 with VV-SCC(vagina)), 164 uterine corpus cancer controls and 518 population controls were interviewed in a population-based case-control study in Denmark, and 87 (48%) of the VV-SCC cases had tissue samples examined for human papillomavirus (HPV) DNA using the GP5+/6+ PCR-EIA assay and subsequent reverse line blotting for HPV typing. Logistic regression-derived odds ratios with 95% confidence intervals served as relative risks. Cervical cancer-associated high-risk HPVs (hrHPVs) were detectable in most (89%) examined cases of VV-SCC(vagina) and in half (50%) of cases of VV-SCC(vulva) (p < 0.001). In site-specific multivariate logistic regression analyses, statistically significant risk factors for both VV-SCC(vulva) and VV-SCC(vagina) included measures of hrHPV exposure (anogenital warts for VV-SCC(vulva); cervical neoplasia and poor genital hygiene for VV-SCC(vagina)), tobacco smoking and alcohol consumption. Furthermore, socioeconomic variables (marital status and years at school) were associated with risk of VV-SCC(vulva). Comparing hrHPV-positive and hrHPV-negative VV-SCCs in polytomous logistic regression analysis revealed that tobacco smoking and cervical neoplasia were significant risk factors only for hrHPV-positive VV-SCCs. Our study shows that VV-SCC(vulva) and VV-SCC(vagina) share measures of prior hrHPV exposure, tobacco smoking and alcohol consumption as statistically significant risk factors. HPV vaccination programs aimed at reducing the burden of cervical cancers are likely to also provide considerable protection against VV-SCCs.  
32642058	Respiratory diseases and allergy in farmers working with livestock: a EAACI position paper.	Clinical and translational allergy	2020	train	17	19	36	Respiratory diseases and allergy in farmers working with livestock: a EAACI position paper.  Farmers constitute a large professional group worldwide. In developed countries farms tend to become larger, with a concentration of farm operations. Animal farming has been associated with negative respiratory effects such as work-related asthma and rhinitis. However, being born and raised or working on a farm reduces the risk of atopic asthma and rhinitis later in life. A risk of chronic bronchitis and bronchial obstruction/COPD has been reported in confinement buildings and livestock farmers. This position paper reviews the literature linking exposure information to intensive animal farming and the risk of work-related respiratory diseases and focuses on prevention. Animal farming is associated with exposure to organic dust containing allergens and microbial matter including alive microorganisms and viruses, endotoxins and other factors like irritant gases such as ammonia and disinfectants. These exposures have been identified as specific agents/risk factors of asthma, rhinitis, chronic bronchitis, COPD and reduced FEV1. Published studies on dust and endotoxin exposure in livestock farmers do not show a downward trend in exposure over the last 30 years, suggesting that the workforce in these industries is still overexposed and at risk of developing respiratory disease. In cases of occupational asthma and rhinitis, avoidance of further exposure to causal agents is recommended, but it may not be obtainable in agriculture, mainly due to socio-economic considerations. Hence, there is an urgent need for focus on farming exposure in order to protect farmers and others at work in these and related industries from developing respiratory diseases and allergy.  
23185196	Prevalence of obesity in children aged 6-12 years in Greece: nutritional behaviour and physical activity.	Archives of medical science : AMS	2012	train	13	8	7	Prevalence of obesity in children aged 6-12 years in Greece: nutritional behaviour and physical activity.  INTRODUCTION: During the last two decades, obesity has proved to be one of the most important problems of public health, and it is considerably more frequent in developed countries, not only in adults, but in children, too. The aim of the current study is to evaluate the prevalence of overweight and obesity in children. MATERIAL AND METHODS: Two thousand three hundred and seventy-four pupils in primary education were considered for the study (1206 boys and 1168 girls). RESULTS: In the population-based study, the proportion of overweight children was 23.9%, of obese children 7.3%, and of those with central obesity 35.5%. The boys were obese in a higher percentage than the girls (9.2% vs. 5.3%, p < 0.05). The obesity rates were gradually reduced as the children were growing older. The nutritional habits which were identified to have a positive association with obesity were the following: skipping breakfast, not consuming fruits and vegetables, and consuming bread and soft drinks. Children's healthy nutrition in school was related to lower rates of generalised and central obesity, while the hours spent watching TV were positively associated with all types of obesity. CONCLUSIONS: Results from the study suggest that a high proportion of children are overweight or obese. Therefore, it is important to adhere to a healthy lifestyle which emphasizes healthy food choices and habits, regular physical activity, and limiting screen time.  
18603571	Relationships between serum IGF1 levels, blood pressure, and glucose tolerance: an observational, exploratory study in 404 subjects.	European journal of endocrinology	2008	train	2	10	0	Relationships between serum IGF1 levels, blood pressure, and glucose tolerance: an observational, exploratory study in 404 subjects.  BACKGROUND: In the general population, low IGF1 has been associated with higher prevalence of cardiovascular disease and mortality. OBJECTIVE: To investigate the relationships between IGF1 levels, blood pressure (BP), and glucose tolerance (GT). SUBJECTS: Four-hundred and four subjects (200 men aged 18-80 years). EXCLUSION CRITERIA: personal history of pituitary or cardiovascular diseases; previous or current treatments with drugs interfering with BP, GT, or lipids, corticosteroids (>2 weeks), estrogens, or testosterone (>12 weeks); smoking of >15 cigarettes/day and alcohol abuse (>3 glasses of wine/day). RESULTS: Two hundred and ninety-six had normal BP (73.3%), 86 had mild (21.3%), and 22 had severe (5.4%) hypertension; 322 had normal GT (NGT (79.7%)), 53 had impaired glucose tolerance (IGT (13.1%)), 29 had diabetes mellitus (7.2%). Normotensive subjects had significantly higher IGF1 levels (0.11+/-0.94 SDS) than those with mild (-0.62+/-1.16 SDS, P<0.0001) or severe (-1.01+/-1.07 SDS, P<0.0001) hypertension. IGF1 SDS (t=-3.41, P=0.001) independently predicted systolic and diastolic BP (t=-2.77, P=0.006) values. NGT subjects had significantly higher IGF1 levels (0.13+/-0.90 SDS) than those with IGT (-0.86+/-1.14 SDS, P<0.0001) or diabetes mellitus (-1.31+/-1.13 SDS, P<0.0001). IGF1 SDS independently predicted fasting glucose (t=-3.49, P=0.0005) and homeostatic model assessment (HOMA)-R (t=-2.15, P=0.033) but not insulin (t=-1.92, P=0.055) and HOMA-beta (t=-0.19, P=0.85). CONCLUSION: IGF1 levels in the low normal range are associated with hypertension and diabetes in subjects without pituitary and cardiovascular diseases.  
19605567	Prevalence of daily hyperglycemia in obese type 2 diabetic men compared with that in lean and obese normoglycemic men: effect of consumption of a sucrose-containing beverage.	The American journal of clinical nutrition	2009	train	8	9	3	Prevalence of daily hyperglycemia in obese type 2 diabetic men compared with that in lean and obese normoglycemic men: effect of consumption of a sucrose-containing beverage.  BACKGROUND: Hyperglycemia forms a direct and independent risk factor for the development of cardiovascular comorbidities in type 2 diabetes. Consumption of sucrose-sweetened soft drinks might further increase the prevalence of hyperglycemic episodes. OBJECTIVE: The objective was to assess glycemic control in type 2 diabetic subjects and healthy lean and obese control subjects under strict dietary standardization but otherwise free-living conditions, with and without the consumption of soft drinks. DESIGN: Obese type 2 diabetic men (n = 11) and lean (n = 10) and obese (n = 10) normoglycemic male control subjects participated in a randomized crossover study. The subjects were provided with a standardized diet in 2 periods, during which they consumed 250 mL water with or without (control) sucrose (37.5 g) 2 h after breakfast and lunch. Blood glucose concentrations were assessed by continuous glucose monitoring. RESULTS: In the type 2 diabetic subjects, the mean 24-h glucose concentrations were significantly elevated (9.1 +/- 0.6 mmol/L), and hyperglycemia (glucose >10 mmol/L) was evident over 33 +/- 8% (8 +/- 2 h) of a 24-h period (P < 0.01). Hyperglycemia was rarely present in the normoglycemic lean and obese control subjects (5 +/- 2%/24 h for both). Consumption of 75 g sucrose, equivalent to 2 cans of a soft drink, did not further augment the prevalence of hyperglycemia throughout the day in any group. CONCLUSIONS: Type 2 diabetic subjects taking oral blood glucose-lowering medication experience hyperglycemia during most of the daytime. Moderate consumption of sucrose-sweetened beverages does not further increase the prevalence of hyperglycemia in type 2 diabetic subjects or in normoglycemic lean or obese men.  
29627509	Neuroimaging findings as predictors of treatment outcome of psychotherapy in anxiety disorders.	Progress in neuro-psychopharmacology & biological psychiatry	2019	train	7	10	5	Neuroimaging findings as predictors of treatment outcome of psychotherapy in anxiety disorders.  Anxiety disorders are the largest group of mental disorders and a leading cause of impairment, implicating in high costs for health systems and society. Effective pharmacological and psychological treatments are available, but a significant fraction of these patients does not respond adequately to these treatments. The objective of this study is to identify neuroimaging findings that could predict response to psychotherapy in anxiety disorders. METHODS: The authors reviewed psychotherapy clinical trials with neuroimaging conducted with patients with anxiety disorders. A systematic review was performed in MEDLINE database through PubMed, the Cochrane Collaboration's Clinical Trials Register (CENTRAL), PsycINFO and Thomson Reuters's Web of Science. RESULTS: From the studies included in this review, 24 investigated anxiety disorder patients, and findings in the amygdala, dorsolateral prefrontal cortex (dlPFC), anterior cingulate cortex (ACC) and insula predicted response to psychotherapy in social anxiety disorder. Findings in ACC, hippocampus, insula, dlPFC, amygdala and inferior frontal gyrus (iFG) predicted response to psychotherapy in panic disorder and generalized anxiety disorder. LIMITATIONS: There was great heterogeneity between the included studies regarding neuroimaging techniques and the tasks performed during functional neuroimaging. CONCLUSION: Neuroimaging studies suggest that abnormalities in hippocampus, amygdala, iFG, uncus and areas linked with emotional regulation (dlPFC and ACC), predict a good outcome to psychotherapy in anxiety disorders.  
21487131	Occupational physical activity and the metabolic syndrome among working women: a Go Red North Dakota study.	Journal of physical activity & health	2011	train	22	11	5	Occupational physical activity and the metabolic syndrome among working women: a Go Red North Dakota study.  OBJECTIVE: To examine the association of metabolic syndrome (MetSyn) with occupational physical activity (OCPA) and leisure-time physical activity (LTPA) among working women. METHODS: The prevalence of MetSyn was calculated for 642 working women. Self-report questionnaire was used to determine levels of OCPA and LTPA and other lifestyle factors. Biometric data were directly collected on all women. RESULTS: No direct relationship for OCPA and the MetSyn was determined. Sufficient LTPA however, was significantly associated with lower prevalence of MetSyn. No dose response relationship was determined with PA and MetSyn. The odds of having MetSyn was significantly higher for sedentary workers with insufficient LTPA compared with those achieving sufficient LTPA. The odds for MetSyn were similar among women employed in moderately active or heavy work yet completing insufficient LTPA compared with women doing sufficient LTPA. CONCLUSIONS: For women with sedentary occupations, a sufficient amount of LTPA is essential to reduce the risk of having the MetSyn. Women in moderate to heavy working occupations may be acquiring adequate amounts of PA to avoid having the MetSyn.  
28544465	Correlates of Nocturia and Relationships of Nocturia With Sleep Quality and Glycemic Control in Women With Type 2 Diabetes.	Journal of nursing scholarship : an official publication of Sigma Theta Tau International Honor Society of Nursing	2017	train	14	20	6	Correlates of Nocturia and Relationships of Nocturia With Sleep Quality and Glycemic Control in Women With Type 2 Diabetes.  PURPOSES: To explore correlates of nocturia, compare sleep quality and glycemic control for women with and without nocturia, and examine relationships of nocturia with sleep quality and glycemic control in women with diabetes. DESIGN: This study was a cross-sectional, correlational study with data collected from 275 women with type 2 diabetes. METHODS: Data were collected using a structured questionnaire. Multivariate logistic regression analyses were used to identify correlates. Chi-squared tests were used to identify candidate variables for the first logistic regression model. A one-way analysis of variance was used to compare sleep quality and glycemic control for women with and those without nocturia. Pearson correlations were used to examine the relationships of nocturia with sleep quality and glycemic control. FINDINGS: Of the 275 participants, 124 (45.1%) had experienced nocturia (at least two voids per night). Waist circumference, parity, time since diagnosis of diabetes, sleep quality, and increased daytime urinary frequency were correlated with nocturia after adjusting for age. Compared to women without nocturia, women who had nocturia reported poorer sleep quality. A significant correlation was found between the number of nocturnal episodes and sleep quality. CONCLUSIONS: Nocturia and poor sleep are common among women with diabetes. The multifactorial nature of nocturia supports the delivered management and treatments being targeted to underlying etiologies in order to optimize women's symptom management. Interventions aimed at modifiable correlates may include maintaining a normal body weight and regular physical exercise for maintaining a normal waist circumference, and decreasing caffeine consumption, implementing feasible modifications in sleeping environments and maintaining sleep hygiene to improve sleep quality. CLINICAL RELEVANCE: Healthcare professionals should screen for nocturia and poor sleep and offer appropriate nonpharmacological lifestyle management, behavioral interventions, or pharmacotherapy for women with diabetes.  
18204969	Polymorphisms in folate metabolizing enzymes and transport proteins and the risk of breast cancer.	Breast cancer research and treatment	2008	train	3	7	3	Polymorphisms in folate metabolizing enzymes and transport proteins and the risk of breast cancer.  BACKGROUND: An accumulating body of evidence suggests that there is an inverse relationship between the intake of folate (a water-soluble B-vitamin) and the risk of developing breast cancer. Individual variation in the genes involved in the transport of folate, or its metabolism, may affect risk, or may modify the association between folate and breast cancer risk. METHODS: We performed a case-control study to evaluate the association between common polymorphisms in six folate-related genes and the risk of breast cancer in 1,009 breast cancer patients and 907 healthy controls. Study subjects were genotyped for eight single nucleotide polymorphisms (SNPs) in these six genes. RESULTS: We observed no association between the MTHFR, RFC, MS and MTRR genotypes and the risk of breast cancer. CONCLUSION: These data do not support the hypothesis that genetic variation in genes involved in the metabolism of folate are implicated in the etiology of breast cancer.  
24313300	The experience of group mindfulness-based interventions for individuals with mental health difficulties: a meta-synthesis.	Psychotherapy research : journal of the Society for Psychotherapy Research	2014	train	2	0	0	The experience of group mindfulness-based interventions for individuals with mental health difficulties: a meta-synthesis.  OBJECTIVE: The aim of this paper was to synthesize the findings of qualitative studies examining the experience of individuals with mental health difficulties attending mindfulness-based interventions. METHOD: A meta-synthesis of 15 qualitative studies was carried out, using a thematic synthesis approach. RESULTS: The meta-synthesis identified eight analytical themes: 'prior experiences and expectations', 'normalising and supportive process of the group', 'relating differently to thoughts and feelings', 'acceptance', 'a sense of control and choice', 'relationship with self and others', 'struggles', and 'awareness'. CONCLUSIONS: A conceptual framework is presented which accounts for the participants' experiences and suggests a process through which they renegotiate their relationship with their mental health difficulties.  
28365427	Classification of maltreatment-related mortality by Child Death Review teams: How reliable are they?	Child abuse & neglect	2017	train	13	0	0	Classification of maltreatment-related mortality by Child Death Review teams: How reliable are they?  Accurate estimation of the incidence of maltreatment-related child mortality depends on reliable child fatality review. We examined the inter-rater reliability of maltreatment designation for two Alaskan Child Death Review (CDR) panels. Two different multidisciplinary CDR panels each reviewed a series of 101 infant and child deaths (ages 0-4 years) in Alaska. Both panels independently reviewed identical medical, autopsy, law enforcement, child welfare, and administrative records for each death utilizing the same maltreatment criteria. Percent agreement for maltreatment was 64.7% with a weighted Kappa of 0.61 (95% CI 0.51, 0.70). Across maltreatment subtypes, agreement was highest for abuse (69.3%) and lowest for negligence (60.4%). Discordance was higher if the mother was unmarried or a smoker, if residence was rural, or if there was a family history of child protective services report(s). Incidence estimates did not depend on which panel's data were used. There is substantial room for improvement in the reliability of CDR panel assessment of maltreatment related mortality. Standardized decision guidance for CDR panels may improve the reliability of their data.  
22275135	Does inadequate sleep play a role in vulnerability to obesity?	American journal of human biology : the official journal of the Human Biology Council	2012	train	10	16	8	Does inadequate sleep play a role in vulnerability to obesity?  The prevalence of obesity is increasing rapidly worldwide, which is cause for concern because obesity increases the risk of cardiovascular disease and diabetes, reduces life expectancy, and impairs quality of life. A better understanding of the risk factors for obesity is therefore a critical global health concern, and human biologists can play an important role in identifying these risk factors in various populations. The objective of this review is to present the evidence that inadequate sleep may be a novel risk factor associated with increased vulnerability to obesity and associated cardiometabolic disease. Experimental studies have found that short-term sleep restriction is associated with impaired glucose metabolism, dysregulation of appetite, and increased blood pressure. Observational studies have observed cross-sectional associations between short sleep duration (generally <6 h per night) and increased body mass index or obesity, prevalent diabetes, and prevalent hypertension. Some studies also reported an association between self-reported long sleep duration (generally >8 h per night) and cardiometabolic disease. A few prospective studies have found a significant increased risk of weight gain, incident diabetes, and incident hypertension associated with inadequate sleep. Given the potential link between inadequate sleep and obesity, a critical next step is to identify the social, cultural, and environmental determinants of sleep, which would help to identify vulnerable populations. Future human biology research should consider variation in sleep characteristics among different populations and determine whether the associations between sleep and obesity observed in Western populations persist elsewhere.  
15388401	"""I'm not the only one!"" group therapy with older children and adolescents who have learning disabilities."	International journal of group psychotherapy	2004	train	7	7	2	I'm not the only one! group therapy with older children and adolescents who have learning disabilities.  Children and adolescents with learning disabilities (LD) are vulnerable to psychosocial difficulties. Both the detrimental impact of LD on social adjustment and the significance of peer relations for developmental needs make group therapy a natural intervention. Despite modifications that are required due to their cognitive deficits, many students with LD fit the criteria and can benefit from group psychotherapy. In this paper, a model of group therapy for older children and adolescents with LD is presented. The approach is informed by a combination of self psychology, mutual aid, and interpersonal group therapy. The leaders use special techniques to accommodate the LD and to foster the group process. Examples are presented to illustrate the approach.  
32661683	Association between dietary intake and risk of ovarian cancer: a systematic review and meta-analysis.	European journal of nutrition	2021	train	18	9	18	Association between dietary intake and risk of ovarian cancer: a systematic review and meta-analysis.  PURPOSE: It is unclear how dietary intake influences the ovarian cancer. The present paper sets out to systematically review and meta-analyze research on dietary intake to identify cases having high- or low-risk ovarian cancer. METHODS: Scopus, PubMed, and Wiley Online Libraries were searched up to the date November 24, 2019. Two reviewers were requested to independently extract study characteristics and to assess the bias and applicability risks with reference to the study inclusion criteria. Meta-analyses were performed to specify the relationship between dietary intake and the risk of ovarian cancer identifying 97 cohort studies. RESULTS: No significant association was found between dietary intake and risk of ovarian cancer. The results of subgroup analyses indicated that green leafy vegetables (RR = 0.91, 95%, 0.85-0.98), allium vegetables (RR = 0.79, 95% CI 0.64-0.96), fiber (RR = 0.89, 95% CI 0.81-0.98), flavonoids (RR = 0.83, 95% CI 0.78-0.89) and green tea (RR = 0.61, 95% CI 0.49-0.76) intake could significantly reduce ovarian cancer risk. Total fat (RR = 1.10, 95% CI 1.02-1.18), saturated fat (RR = 1.11, 95% CI 1.01-1.22), saturated fatty acid (RR = 1.19, 95% CI 1.04-1.36), cholesterol (RR = 1.13, 95% CI 1.04-1.22) and retinol (RR = 1.14, 95% CI 1.00-1.30) intake could significantly increase ovarian cancer risk. In addition, acrylamide, nitrate, water disinfectants and polychlorinated biphenyls were significantly associated with an increased risk of ovarian cancer. CONCLUSION: These results could support recommendations to green leafy vegetables, allium vegetables, fiber, flavonoids and green tea intake for ovarian cancer prevention.  
18479844	Attentional bias in addictive behaviors: a review of its development, causes, and consequences.	Drug and alcohol dependence	2008	train	6	0	0	Attentional bias in addictive behaviors: a review of its development, causes, and consequences.  A wealth of research from the past two decades shows that addictive behaviors are characterized by attentional biases for substance-related stimuli. We review the relevant evidence and present an integration of existing theoretical models to explain the development, causes, and consequences of addiction-related attentional biases. We suggest that through classical conditioning, substance-related stimuli elicit the expectancy of substance availability, and this expectancy causes both attentional bias for substance-related stimuli and subjective craving. Furthermore, attentional bias and craving have a mutual excitatory relationship such that increases in one lead to increases in the other, a process that is likely to result in substance self-administration. Cognitive avoidance strategies, impulsivity, and impaired inhibitory control appear to influence the strength of attentional biases and subjective craving. However, some measures of attentional bias, particularly the addiction Stroop, might reflect multiple underlying processes, so results need to be interpreted cautiously. We make several predictions that require testing in future research, and we discuss implications for the treatment of addictive behaviors.  
28739540	The women in steady exercise research (WISER) survivor trial: The innovative transdisciplinary design of a randomized controlled trial of exercise and weight-loss interventions among breast cancer survivors with lymphedema.	Contemporary clinical trials	2017	train	14	13	0	The women in steady exercise research (WISER) survivor trial: The innovative transdisciplinary design of a randomized controlled trial of exercise and weight-loss interventions among breast cancer survivors with lymphedema.  INTRODUCTION: Breast cancer survivors face dual challenges: long term sequelae of treatment, and risk of recurrent disease. Obesity and a sedentary lifestyle complicate both challenges. The WISER Survivor trial assessed the effects of exercise and/or weight-loss on lymphedema, biomarkers of breast cancer recurrence, and quality of life. We report on the innovative transdisciplinary design of this trial and report attrition rates. METHODS: This one year trial randomized breast cancer survivors who had a BMI of >=25kg/m(2), were sedentary and had breast-cancer-related-lymphedema to 1) exercise (weight training and aerobic exercise) 2) weight-loss 3) exercise and weight-loss 4) or control group. Innovative aspects included: adaptation of a community-based weight training program to a largely home-based program; use of a commercial meal replacement system as part of the lifestyle modification weight-loss program; inclusion of measures of cost-effectiveness to enable economic evaluations; and alignment with a parallel mouse model for breast cancer recurrence to enable transdisciplinary research. In this model, mice bearing dormant residual tumor cells, which spontaneously relapse, were placed on a high-fat diet. Overweight animals were randomly assigned to exercise, calorie restriction, both, or control group and followed for cancer recurrence. The animal model will guide mechanistic biomarkers to be tested in the human trial. RESULTS & DISCUSSION: 351 participants were randomized; 13 experienced breast cancer recurrence during the trial. Of the 338 participants without recurrence, 83% completed the trial. The WISER Survivor trial will show the effects of exercise and weight-loss on lymphedema outcomes, biomarkers of recurrence and quality of life. NCT ClinicalTrials.gov registration #: NCT01515124.  
29989216	Research on electroencephalogram to measure thermal pleasure in thermal alliesthesia in temperature step-change environment.	Indoor air	2018	train	0	0	0	Research on electroencephalogram to measure thermal pleasure in thermal alliesthesia in temperature step-change environment.  Thermal pleasure is currently measured along psychological and physiological variables. However, in transient environments where temperatures change, it is hard to correlate psychological and physiological measures, because there is a delay in physiological changes. This study tests a method for correlating both measures using electroencephalogram (EEG), which can capture physiological feedback with a rapid response rate. In this experimental study, thermal pleasure was induced in a temperature step-change environment, one of non-uniform and transient environments. During the experiment, EEG was monitored and psychological responses of thermal sensation and thermal comfort votes were collected via survey questionnaire. A total of 50 males in their twenties participated in a climate chamber experiment. An experimental group of 25 men were exposed to temperature step-change between two different room conditions (32degreesC, 65% and 25degreesC, 50%), experiencing thermal pleasure. The control group of the remaining 25 men were exposed to an unchanging condition, experiencing thermal comfort close to thermal neutrality. The EEG spectral analysis demonstrated that EEG frequency band associated with pleasant emotional (theta) increased while frequency band related to pleasantness, satisfaction or relaxation (beta) decreased with thermal pleasure.  
22362059	Sleep duration and endometrial cancer risk.	Cancer causes & control : CCC	2012	train	17	8	1	Sleep duration and endometrial cancer risk.  PURPOSE: Recent data indicate that night shift work is associated with increased endometrial cancer risk, perhaps through a pathway involving lower melatonin production. Melatonin is an antiestrogenic hormone, with production in a circadian pattern that is dependent on presence of dark at night. Sleep duration is positively associated with melatonin production and may be an indicator of melatonin levels in epidemiologic studies. METHODS: We evaluated associations between self-reported sleep duration and endometrial cancer risk using publicly available prospective data on 48,725 participants in the Women's Health Initiative Observational Study, among whom 452 adjudicated incident cases of endometrial cancer were diagnosed over approximately 7.5 years of follow-up. Sleep duration was self-reported at baseline. Cox proportional hazards regression was used to estimate hazard ratios (HR) and 95% confidence intervals (CI) for endometrial cancer risk with adjustment for potential confounders. RESULTS: Most women reported sleeping <= 6 (33.3%) or 7 (38.5%) h each night; fewer reported sleeping 8 (23.4%) or >= 9 (4.8%) h each night. In adjusted analyses, there was an indication of reduced risk associated with longer sleep duration, though no statistically significant association was observed. Women who slept >= 9 h had a nonsignificant reduced risk of endometrial cancer compared with women who slept <= 6 h (HR = 0.87; 95% CI = 0.51-1.46). CONCLUSIONS: We found weak evidence of an association between sleep duration and endometrial cancer risk. Self-reported sleep duration may not adequately represent melatonin levels, thus further studies utilizing urinary melatonin levels are necessary to establish the mechanism by which night shift work increases endometrial cancer risk.  
